state	name	total.pop	white	black	hispanic	asian
WV	"west virginia,mineral"	28212	94.8	4	0.7	0.4
WV	"west virginia,mingo"	26839	96.7	2.7	0.4	0.2
WV	"west virginia,monongalia"	96189	89.7	5.4	1.8	3.1
WV	"west virginia,monroe"	13502	97.1	2	0.6	0.1
WV	"west virginia,morgan"	17541	96.6	1.9	1	0.3
WV	"west virginia,nicholas"	26233	97.9	1.1	0.6	0.3
WV	"west virginia,ohio"	44443	92.6	5.6	0.8	0.8
WV	"west virginia,pendleton"	7695	95.6	3.1	0.9	0.3
WV	"west virginia,pleasants"	7605	96.7	2.3	0.8	0.1
WV	"west virginia,pocahontas"	8719	97.3	1.7	0.8	0
WV	"west virginia,preston"	33520	97.1	1.9	0.7	0.1
WV	"west virginia,putnam"	55486	96.2	2	0.9	0.7
WV	"west virginia,raleigh"	78859	87.8	9.9	1.3	0.9
WV	"west virginia,randolph"	29405	96.8	2	0.7	0.3
WV	"west virginia,ritchie"	10449	98.3	0.9	0.5	0.1
WV	"west virginia,roane"	14926	97.9	1	0.7	0.3
WV	"west virginia,summers"	13927	92.2	6.1	1.4	0.2
WV	"west virginia,taylor"	16895	96.9	1.8	0.8	0.4
WV	"west virginia,tucker"	7141	98.4	0.8	0.6	0.1
WV	"west virginia,tyler"	9208	98.5	0.7	0.5	0.1
WV	"west virginia,upshur"	24254	96.9	1.6	1	0.4
WV	"west virginia,wayne"	42481	98.2	0.9	0.5	0.2
WV	"west virginia,webster"	9154	98.2	1.2	0.5	0.1
WV	"west virginia,wetzel"	16583	98.4	0.8	0.5	0.2
WV	"west virginia,wirt"	5717	98.1	1.1	0.5	0.2
WV	"west virginia,wood"	86956	95.9	2.6	0.9	0.5
WV	"west virginia,wyoming"	23796	97.8	1.5	0.4	0.1
WI	"wisconsin,adams"	20875	91.1	4.4	3.8	0.4
WI	"wisconsin,ashland"	16157	83.8	3.6	1.9	0.4
WI	"wisconsin,barron"	45870	95	2	1.9	0.5
WI	"wisconsin,bayfield"	15014	86.3	3.2	1.1	0.3
WI	"wisconsin,brown"	248007	83.7	4.4	7.3	2.7
WI	"wisconsin,buffalo"	13587	96.7	1.1	1.7	0.2
WI	"wisconsin,burnett"	15457	91	2.9	1.3	0.3
WI	"wisconsin,calumet"	48971	92.6	1.7	3.5	2.1
WI	"wisconsin,chippewa"	62415	94.6	2.6	1.3	1.2
WI	"wisconsin,clark"	34690	94.7	0.8	3.7	0.4
WI	"wisconsin,columbia"	56833	94.4	2.3	2.5	0.5
WI	"wisconsin,crawford"	16644	96.1	2.5	0.9	0.4
WI	"wisconsin,dane"	488073	81.9	7.7	5.9	4.7
WI	"wisconsin,dodge"	88759	91.6	3.7	4	0.5
WI	"wisconsin,door"	27785	95.3	1.5	2.4	0.4
WI	"wisconsin,douglas"	44159	92.5	3.8	1.1	0.9
WI	"wisconsin,dunn"	43857	94	1.7	1.4	2.6
WI	"wisconsin,eau claire"	98736	92.1	2.5	1.8	3.3
WI	"wisconsin,florence"	4423	96.9	1.3	0.8	0.3
WI	"wisconsin,fond du lac"	101633	91.9	2.6	4.3	1.1
WI	"wisconsin,forest"	9304	82.2	3.2	1.5	0.1
WI	"wisconsin,grant"	51208	96.3	1.8	1.3	0.6
WI	"wisconsin,green"	36842	95.3	1.3	2.8	0.5
WI	"wisconsin,green lake"	19051	94.4	1.1	3.9	0.5
WI	"wisconsin,iowa"	23687	96.7	1.2	1.4	0.5
WI	"wisconsin,iron"	5916	97.6	1	0.6	0.3
WI	"wisconsin,jackson"	20449	88	3.4	2.5	0.3
WI	"wisconsin,jefferson"	83686	90.7	2.1	6.6	0.7
WI	"wisconsin,juneau"	26664	92.7	3.3	2.6	0.4
WI	"wisconsin,kenosha"	166426	78	9.5	11.8	1.4
WI	"wisconsin,kewaunee"	20574	95.9	1.3	2.3	0.3
WI	"wisconsin,la crosse"	114638	91.1	3	1.5	4.1
WI	"wisconsin,lafayette"	16836	95.6	0.8	3.1	0.3
WI	"wisconsin,langlade"	19977	95.7	1.8	1.6	0.3
WI	"wisconsin,lincoln"	28743	96.6	1.6	1.2	0.4
WI	"wisconsin,manitowoc"	81442	92.3	1.8	3.1	2.5
WI	"wisconsin,marathon"	134063	90.3	1.9	2.2	5.3
WI	"wisconsin,marinette"	41749	96.4	1.3	1.3	0.5
WI	"wisconsin,marquette"	15404	95.4	1.3	2.5	0.4
WI	"wisconsin,milwaukee"	947735	54.3	29.8	13.3	3.4
WI	"wisconsin,monroe"	44673	92.4	2.5	3.7	0.6
WI	"wisconsin,oconto"	37660	96	1.2	1.4	0.3
WI	"wisconsin,oneida"	35998	96	1.7	1.1	0.5
WI	"wisconsin,outagamie"	176695	89.6	2.5	3.6	3
WI	"wisconsin,ozaukee"	86395	93.4	2.5	2.3	1.7
WI	"wisconsin,pepin"	7469	97.8	0.9	1	0.2
WI	"wisconsin,pierce"	41019	95.7	1.8	1.5	0.7
WI	"wisconsin,polk"	44205	96.1	1.2	1.5	0.4
WI	"wisconsin,portage"	70019	92.7	1.8	2.6	2.8
WI	"wisconsin,price"	14159	96.5	1.3	1.1	0.4
WI	"wisconsin,racine"	195408	74.4	13.7	11.5	1.1
WI	"wisconsin,richland"	18021	96.1	1.2	2	0.5
WI	"wisconsin,rock"	160331	84.5	7.3	7.6	1
WI	"wisconsin,rusk"	14755	96.8	1.4	1.2	0.3
WI	"wisconsin,st croix"	84345	94.7	2	2	1.1
WI	"wisconsin,sauk"	61976	92.5	1.8	4.3	0.5
WI	"wisconsin,sawyer"	16557	78.5	3.5	1.6	0.3
WI	"wisconsin,shawano"	41949	88.1	2.3	2.2	0.4
WI	"wisconsin,sheboygan"	115507	87	3.1	5.5	4.6
WI	"wisconsin,taylor"	20689	97.2	1	1.5	0.3
WI	"wisconsin,trempealeau"	28816	92.9	1.1	5.8	0.4
WI	"wisconsin,vernon"	29773	97	1.3	1.3	0.3
WI	"wisconsin,vilas"	21430	86.5	1.4	1.3	0.3
WI	"wisconsin,walworth"	102228	86.8	2.4	10.3	0.8
WI	"wisconsin,washburn"	15911	95.7	1.7	1.3	0.4
WI	"wisconsin,washington"	131887	94.3	2	2.6	1.1
WI	"wisconsin,waukesha"	389891	90.6	2.6	4.1	2.7
WI	"wisconsin,waupaca"	52410	95.7	1.2	2.5	0.4
WI	"wisconsin,waushara"	24496	91.1	3	5.4	0.4
WI	"wisconsin,winnebago"	166994	90.7	3.3	3.5	2.3
WI	"wisconsin,wood"	74749	93.9	1.6	2.2	1.8
WY	"wyoming,albany"	36299	84.8	3.8	8.8	2.8
WY	"wyoming,big horn"	11668	89.4	1.4	8.4	0.3
WY	"wyoming,campbell"	46133	88.9	2.4	7.8	0.6
WY	"wyoming,carbon"	15885	79.8	3	16.8	0.7
WY	"wyoming,converse"	13833	91.3	2	6.3	0.3
WY	"wyoming,crook"	7083	95.9	1.4	2	0.2
WY	"wyoming,fremont"	40123	71.5	3.1	5.6	0.4
WY	"wyoming,goshen"	13249	87.9	1.8	9.7	0.3
WY	"wyoming,hot springs"	4812	94.6	1.7	2.2	0.4
WY	"wyoming,johnson"	8569	94.4	1.3	3.2	0.4
WY	"wyoming,laramie"	91738	80.8	5.5	13.1	1.1
WY	"wyoming,lincoln"	18106	93.5	1.4	4.3	0.3
WY	"wyoming,natrona"	75450	89.1	3.3	6.9	0.7
WY	"wyoming,niobrara"	2484	95	1.8	2.1	0.4
WY	"wyoming,park"	28205	92.5	1.8	4.8	0.6
WY	"wyoming,platte"	8667	91.2	1.8	6.7	0.4
WY	"wyoming,sheridan"	29116	93.1	1.9	3.5	0.7
WY	"wyoming,sublette"	10247	90.4	1.7	6.9	0.5
WY	"wyoming,sweetwater"	43806	80.9	3.3	15.3	0.8
WY	"wyoming,teton"	21294	82.2	1.9	15	1.1
WY	"wyoming,uinta"	21118	88.5	2.3	8.8	0.3
WY	"wyoming,washakie"	8533	83.9	2.6	13.6	0.6
WY	"wyoming,weston"	7208	93.8	2	3	0.3
